No errors
No warnings
183 ms
data source=metars
4538 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KCKB 180753Z 27007KT 10SM OVC024 M02/M07 A3019 RMK AO2 SLP230 T10171067,KCKB,2014-12-18T07:53:00Z,39.3,-80.22,-1.7,-6.7,270,7,,10.0,30.188976,1023.0,,,TRUE,,,,,,,OVC,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,360.0
KCHO 180753Z AUTO 16004KT 10SM CLR M02/M06 A3009 RMK AO2 SLP192 T10171061,KCHO,2014-12-18T07:53:00Z,38.13,-78.45,-1.7,-6.1,160,4,,10.0,30.088583,1019.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,192.0
KCHA 180753Z AUTO 35006KT 10SM CLR 02/M01 A3022 RMK AO2 SLP234 T00221011,KCHA,2014-12-18T07:53:00Z,35.03,-85.2,2.2,-1.1,350,6,,10.0,30.221457,1023.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,210.0
KCGI 180753Z AUTO 00000KT 7SM BKN049 OVC065 01/00 A3029 RMK AO2 RAE21UPB05E38 SLP259 P0003 T00060000 TSNO,KCGI,2014-12-18T07:53:00Z,37.23,-89.58,0.6,0.0,0,0,,7.0,30.28937,1025.9,,TRUE,TRUE,,,TRUE,,,,BKN,4900,OVC,6500,,,,,VFR,,,,,,0.03,,,,,,METAR,102.0
KCEZ 180753Z AUTO 00000KT 3SM -SN BR FEW016 BKN026 OVC033 01/00 A3009 RMK AO2 SNB41 SLP181 P0000 T00060000,KCEZ,2014-12-18T07:53:00Z,37.3,-108.63,0.6,0.0,0,0,,3.0,30.088583,1018.1,,TRUE,TRUE,,,,,,-SN BR,FEW,1600,BKN,2600,OVC,3300,,,MVFR,,,,,,0.0050,,,,,,METAR,1797.0
KCEW 180753Z AUTO 00000KT 3SM BR CLR 03/03 A3019 RMK AO2 SLP223 T00330028,KCEW,2014-12-18T07:53:00Z,30.78,-86.52,3.3,2.8,0,0,,3.0,30.188976,1022.3,,TRUE,TRUE,,,,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,55.0
KCDW 180753Z AUTO 30012G22KT 10SM BKN042 OVC065 04/M04 A2993 RMK AO2 SLP140 T00391044 TSNO,KCDW,2014-12-18T07:53:00Z,40.88,-74.28,3.9,-4.4,300,12,22,10.0,29.929134,1014.0,,TRUE,TRUE,,,TRUE,,,,BKN,4200,OVC,6500,,,,,VFR,,,,,,,,,,,,METAR,64.0
KCDS 180753Z AUTO 16005KT 1 1/4SM BR OVC002 04/04 A3005 RMK AO2 SLP178 T00440039,KCDS,2014-12-18T07:53:00Z,34.43,-100.28,4.4,3.9,160,5,,1.25,30.050198,1017.8,,TRUE,TRUE,,,,,,BR,OVC,200,,,,,,,LIFR,,,,,,,,,,,,METAR,594.0
KCDR 180753Z AUTO 22004KT 1/4SM FZFG VV002 M08/M09 A3002 RMK AO2 SLP216 I1000 T10831094 $,KCDR,2014-12-18T07:53:00Z,42.83,-103.1,-8.3,-9.4,220,4,,0.25,30.02067,1021.6,,TRUE,TRUE,TRUE,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,METAR,1010.0
KCDC 180753Z AUTO 25004KT 10SM OVC041 01/M01 A3006 RMK AO2 SNE02 SLP181 P0000 T00061006,KCDC,2014-12-18T07:53:00Z,37.7,-113.1,0.6,-0.6,250,4,,10.0,30.059055,1018.1,,TRUE,TRUE,,,,,,,OVC,4100,,,,,,,VFR,,,,,,0.0050,,,,,,METAR,1714.0
KCCR 180753Z 00000KT 10SM OVC035 11/09 A3008 RMK AO2 SLP172 T01110089 401560100,KCCR,2014-12-18T07:53:00Z,38.0,-122.05,11.1,8.9,0,0,,10.0,30.079725,1017.2,,,TRUE,,,,,,,OVC,3500,,,,,,,VFR,,,,15.6,10.0,,,,,,,METAR,11.0
KCAG 180753Z AUTO 25004KT 1/2SM FZFG VV003 M03/M04 A3006 RMK AO2 SLP214 T10331039,KCAG,2014-12-18T07:53:00Z,40.5,-107.52,-3.3,-3.9,250,4,,0.5,30.059055,1021.4,,TRUE,TRUE,,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,300,METAR,1887.0
KBYG 180753Z AUTO 25006KT 10SM CLR M04/M08 A2994 RMK AO2 SLP162 T10441083,KBYG,2014-12-18T07:53:00Z,44.38,-106.72,-4.4,-8.3,250,6,,10.0,29.940945,1016.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1497.0
KBWG 180753Z AUTO 00000KT 10SM OVC100 M01/M04 A3031 RMK AO2 SLP267 T10061044,KBWG,2014-12-18T07:53:00Z,36.97,-86.42,-0.6,-4.4,0,0,,10.0,30.31004,1026.7,,TRUE,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,168.0
KBVY 180753Z AUTO 26007KT 10SM BKN060 OVC095 04/M01 A2970 RMK AO2 SLP053 T00391006,KBVY,2014-12-18T07:53:00Z,42.58,-70.92,3.9,-0.6,260,7,,10.0,29.698818,1005.3,,TRUE,TRUE,,,,,,,BKN,6000,OVC,9500,,,,,VFR,,,,,,,,,,,,METAR,28.0
KBVO 180753Z AUTO 07004KT 2SM BR OVC003 01/00 A3019 RMK AO2 SLP224 T00060000,KBVO,2014-12-18T07:53:00Z,36.77,-96.02,0.6,0.0,70,4,,2.0,30.188976,1022.4,,TRUE,TRUE,,,,,,BR,OVC,300,,,,,,,LIFR,,,,,,,,,,,,METAR,210.0
KBUR 180753Z 00000KT 10SM CLR 09/06 A3010 RMK AO2 SLP186 T00890061 401670089 $,KBUR,2014-12-18T07:53:00Z,34.2,-118.37,8.9,6.1,0,0,,10.0,30.100393,1018.6,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,16.7,8.9,,,,,,,METAR,217.0
KBTR 180753Z AUTO 27003KT 10SM SCT100 07/06 A3019 RMK AO2 SLP222 T00720056 TSNO,KBTR,2014-12-18T07:53:00Z,30.53,-91.15,7.2,5.6,270,3,,10.0,30.188976,1022.2,,TRUE,TRUE,,,TRUE,,,,SCT,10000,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KBTM 180753Z AUTO 12004KT 10SM FEW120 M15/M17 A2996 RMK AO2 SLP213 I1000 T11501167,KBTM,2014-12-18T07:53:00Z,45.97,-112.5,-15.0,-16.7,120,4,,10.0,29.958662,1021.3,,TRUE,TRUE,,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,1688.0
KBTL 180753Z 28008KT 10SM OVC018 M02/M06 A3021 RMK AO2 SLP241 T10171061,KBTL,2014-12-18T07:53:00Z,42.32,-85.23,-1.7,-6.1,280,8,,10.0,30.209646,1024.1,,,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,290.0
KBRO 180753Z 17009KT 8SM BKN047 BKN055 22/21 A3002 RMK AO2 SLP165 T02170206,KBRO,2014-12-18T07:53:00Z,25.92,-97.42,21.7,20.6,170,9,,8.0,30.02067,1016.5,,,TRUE,,,,,,,BKN,4700,BKN,5500,,,,,VFR,,,,,,,,,,,,METAR,7.0
KBRL 180753Z AUTO 00000KT 10SM CLR M07/M08 A3030 RMK AO2 UPE0656 SLP272 P0000 T10671078,KBRL,2014-12-18T07:53:00Z,40.77,-91.13,-6.7,-7.8,0,0,,10.0,30.301182,1027.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,0.0050,,,,,,METAR,211.0
KBRD 180753Z AUTO 00000KT 7SM CLR M17/M19 A3030 RMK AO2 SLP290 T11671189,KBRD,2014-12-18T07:53:00Z,46.4,-94.13,-16.7,-18.9,0,0,,7.0,30.301182,1029.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,372.0
KBPT 180753Z AUTO 11007KT 10SM FEW028 SCT039 OVC060 16/13 A3011 RMK AO2 SLP195 T01560128,KBPT,2014-12-18T07:53:00Z,29.95,-94.03,15.6,12.8,110,7,,10.0,30.109253,1019.5,,TRUE,TRUE,,,,,,,FEW,2800,SCT,3900,OVC,6000,,,VFR,,,,,,,,,,,,METAR,5.0
KBPK 180753Z AUTO 14003KT 7SM BKN005 BKN009 OVC042 01/01 A3022 RMK AO2 RAE02 SLP240 P0000 T00060006 $,KBPK,2014-12-18T07:53:00Z,36.37,-92.47,0.6,0.6,140,3,,7.0,30.221457,1024.0,,TRUE,TRUE,TRUE,,,,,,BKN,500,BKN,900,OVC,4200,,,IFR,,,,,,0.0050,,,,,,METAR,280.0
KEYE 180753Z AUTO 32004KT 10SM OVC016 M04/M07 A3028 RMK AO2 SLP264 T10391072,KEYE,2014-12-18T07:53:00Z,39.83,-86.3,-3.9,-7.2,320,4,,10.0,30.280512,1026.4,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,248.0
KEWB 180753Z AUTO 28011KT 10SM OVC055 04/M01 A2974 RMK AO2 SLP070 T00391006,KEWB,2014-12-18T07:53:00Z,41.68,-70.95,3.9,-0.6,280,11,,10.0,29.740158,1007.0,,TRUE,TRUE,,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
KEVW 180753Z AUTO 24005KT 10SM BKN049 M05/M07 A3003 RMK AO2 SLP178 T10501072,KEVW,2014-12-18T07:53:00Z,41.27,-111.03,-5.0,-7.2,240,5,,10.0,30.029528,1017.8,,TRUE,TRUE,,,,,,,BKN,4900,,,,,,,VFR,,,,,,,,,,,,METAR,2177.0
KESF 180753Z AUTO 09003KT 10SM FEW036 SCT046 OVC100 10/06 A3017 RMK AO2 RAB32E41 SLP214 P0000 T01000056,KESF,2014-12-18T07:53:00Z,31.4,-92.28,10.0,5.6,90,3,,10.0,30.171259,1021.4,,TRUE,TRUE,,,,,,,FEW,3600,SCT,4600,OVC,10000,,,VFR,,,,,,0.0050,,,,,,METAR,28.0
KEQY 180753Z AUTO 03003KT 10SM CLR 05/01 A3009 RMK AO2 SLP202 T00500006,KEQY,2014-12-18T07:53:00Z,35.02,-80.62,5.0,0.6,30,3,,10.0,30.088583,1020.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,212.0
KEPH 180753Z AUTO 00000KT 10SM OVC017 03/02 A2996 RMK AO2 SLP156 T00280017 400440022,KEPH,2014-12-18T07:53:00Z,47.3,-119.52,2.8,1.7,0,0,,10.0,29.958662,1015.6,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,4.4,2.2,,,,,,,METAR,383.0
KENW 180753Z AUTO 28006KT 10SM BKN030 M07/M10 A3028 RMK AO2 SLP266 T10721100,KENW,2014-12-18T07:53:00Z,42.6,-87.93,-7.2,-10.0,280,6,,10.0,30.280512,1026.6,,TRUE,TRUE,,,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,219.0
KEMP 180753Z AUTO 06005KT 1 1/4SM -SN BR BKN022 OVC033 M02/M03 A3018 RMK AO2 SLP235 P0000 T10221028,KEMP,2014-12-18T07:53:00Z,38.33,-96.2,-2.2,-2.8,60,5,,1.25,30.180119,1023.5,,TRUE,TRUE,,,,,,-SN BR,BKN,2200,OVC,3300,,,,,IFR,,,,,,0.0050,,,,,,METAR,367.0
KELZ 180753Z AUTO 29012G20KT 10SM UP OVC013 M03/M06 A2998 RMK AO2 UPB17 P0000 I1000,KELZ,2014-12-18T07:53:00Z,42.1,-77.98,-3.0,-6.0,290,12,20,10.0,29.97933,,,TRUE,TRUE,,,,,,UP,OVC,1300,,,,,,,MVFR,,,,,,0.0050,,,,,,SPECI,646.0
KELN 180753Z AUTO 00000KT 4SM BR OVC013 02/00 A2995 RMK AO2 SLP157 T00170000 400280011,KELN,2014-12-18T07:53:00Z,47.03,-120.53,1.7,0.0,0,0,,4.0,29.949802,1015.7,,TRUE,TRUE,,,,,,BR,OVC,1300,,,,,,,MVFR,,,,2.8,1.1,,,,,,,METAR,519.0
KELM 180753Z AUTO 27011G19KT 10SM SCT029 OVC039 00/M04 A2998 RMK AO2 SNE0658 SLP158 P0000 T00001044,KELM,2014-12-18T07:53:00Z,42.15,-76.9,0.0,-4.4,270,11,19,10.0,29.97933,1015.8,,TRUE,TRUE,,,,,,,SCT,2900,OVC,3900,,,,,VFR,,,,,,0.0050,,,,,,METAR,302.0
KELD 180753Z AUTO 05008KT 6SM BR OVC008 04/03 A3023 RMK AO2 RAE39 CIG 005V011 SLP237 P0001 T00440033 $,KELD,2014-12-18T07:53:00Z,33.22,-92.82,4.4,3.3,50,8,,6.0,30.230314,1023.7,,TRUE,TRUE,TRUE,,,,,BR,OVC,800,,,,,,,IFR,,,,,,0.01,,,,,,METAR,81.0
KEET 180753Z AUTO 00000KT 10SM CLR 02/01 A3018 RMK AO2 SLP221 T00220011,KEET,2014-12-18T07:53:00Z,33.18,-86.78,2.2,1.1,0,0,,10.0,30.180119,1022.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,173.0
KEEO 180753Z AUTO 23003KT 3/4SM BR VV002 M03/M04 A3005 RMK AO2 SLP191 I1001 T10331039,KEEO,2014-12-18T07:53:00Z,40.05,-107.88,-3.3,-3.9,230,3,,0.75,30.050198,1019.1,,TRUE,TRUE,,,,,,BR,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,METAR,1930.0
KECP 180753Z AUTO 34003KT 10SM CLR 06/04 A3016 RMK AO2 SLP223 T00610044 $,KECP,2014-12-18T07:53:00Z,30.35,-85.8,6.1,4.4,340,3,,10.0,30.159449,1022.3,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KDXR 180753Z AUTO 26007KT 10SM OVC033 03/M04 A2986 RMK AO2 SLP113 T00331039,KDXR,2014-12-18T07:53:00Z,41.37,-73.48,3.3,-3.9,260,7,,10.0,29.861221,1011.3,,TRUE,TRUE,,,,,,,OVC,3300,,,,,,,VFR,,,,,,,,,,,,METAR,139.0
KDWH 180753Z 09003KT 10SM FEW041 BKN080 OVC100 14/13 A3008 RMK AO2 SLP183 T01440128,KDWH,2014-12-18T07:53:00Z,30.07,-95.55,14.4,12.8,90,3,,10.0,30.079725,1018.3,,,TRUE,,,,,,,FEW,4100,BKN,8000,OVC,10000,,,VFR,,,,,,,,,,,,METAR,46.0
KDVT 180753Z AUTO 08003KT 10SM BKN020 BKN027 OVC036 09/07 A3011 RMK AO2 SLP189 T00940067,KDVT,2014-12-18T07:53:00Z,33.68,-112.07,9.4,6.7,80,3,,10.0,30.109253,1018.9,,TRUE,TRUE,,,,,,,BKN,2000,BKN,2700,OVC,3600,,,MVFR,,,,,,,,,,,,METAR,443.0
KDUJ 180753Z AUTO 26012G20KT 2 1/2SM -SN BR BKN014 OVC019 M04/M06 A3005 RMK AO2 SLP197 P0000 T10391061,KDUJ,2014-12-18T07:53:00Z,41.17,-78.9,-3.9,-6.1,260,12,20,2.5,30.050198,1019.7,,TRUE,TRUE,,,,,,-SN BR,BKN,1400,OVC,1900,,,,,IFR,,,,,,0.0050,,,,,,METAR,554.0
KDTW 180753Z 26011KT 10SM OVC024 M01/M06 A3019 RMK AO2 SLP231 T10111061 $,KDTW,2014-12-18T07:53:00Z,42.23,-83.33,-1.1,-6.1,260,11,,10.0,30.188976,1023.1,,,TRUE,TRUE,,,,,,OVC,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,195.0
KDTS 180753Z AUTO 01004KT 10SM CLR 09/06 A3018 RMK AO2 SLP220 T00890061 TSNO,KDTS,2014-12-18T07:53:00Z,30.4,-86.47,8.9,6.1,10,4,,10.0,30.180119,1022.0,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
KDTO 180753Z AUTO 13005KT 2 1/2SM BR OVC004 05/05 A3013 RMK AO2 SLP203 T00500050,KDTO,2014-12-18T07:53:00Z,33.2,-97.2,5.0,5.0,130,5,,2.5,30.129921,1020.3,,TRUE,TRUE,,,,,,BR,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,196.0
KDTN 180753Z AUTO 09004KT 10SM -RA BKN007 OVC032 07/05 A3017 RMK AO2 RAB36 SLP217 P0000 T00670050,KDTN,2014-12-18T07:53:00Z,32.55,-93.75,6.7,5.0,90,4,,10.0,30.171259,1021.7,,TRUE,TRUE,,,,,,-RA,BKN,700,OVC,3200,,,,,IFR,,,,,,0.0050,,,,,,METAR,53.0
KDRT 180753Z AUTO 27003KT 10SM OVC010 12/10 A3007 RMK AO2 SLP177 T01220100,KDRT,2014-12-18T07:53:00Z,29.37,-100.92,12.2,10.0,270,3,,10.0,30.070866,1017.7,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,313.0
KDRO 180753Z AUTO 25010KT 10SM OVC060 M01/M03 A3006 RMK AO2 SLP188 T10061028,KDRO,2014-12-18T07:53:00Z,37.15,-107.77,-0.6,-2.8,250,10,,10.0,30.059055,1018.8,,TRUE,TRUE,,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,2035.0
KDNL 180753Z AUTO 29003KT 10SM CLR 06/03 A3009 RMK AO2 SLP186 T00560028,KDNL,2014-12-18T07:53:00Z,33.47,-82.03,5.6,2.8,290,3,,10.0,30.088583,1018.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,130.0
KDMO 180753Z AUTO 05005KT 6SM -SN BKN041 OVC050 00/M03 A3025 RMK AO2 SNE09B29 SLP250 P0000 T00001028,KDMO,2014-12-18T07:53:00Z,38.72,-93.17,0.0,-2.8,50,5,,6.0,30.250984,1025.0,,TRUE,TRUE,,,,,,-SN,BKN,4100,OVC,5000,,,,,VFR,,,,,,0.0050,,,,,,METAR,274.0
KDMN 180753Z AUTO 26006KT 10SM -RA SCT035 OVC047 04/03 A3014 RMK AO2 RAB31 SLP184 P0000 T00440033,KDMN,2014-12-18T07:53:00Z,32.27,-107.72,4.4,3.3,260,6,,10.0,30.138779,1018.4,,TRUE,TRUE,,,,,,-RA,SCT,3500,OVC,4700,,,,,VFR,,,,,,0.0050,,,,,,METAR,1311.0
PTRO 180753Z 06006KT 15SM SCT016CB BKN120 BKN300 28/26 A2983 RMK CB VC ALQDS MOV W,PTRO,2014-12-18T07:53:00Z,7.37,134.55,28.0,26.0,60,6,,15.0,29.828741,,,,,,,,,,,SCT,1600,BKN,12000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,54.0
KAUG 180753Z AUTO 30004KT 6SM BR BKN008 OVC014 01/01 A2962 RMK AO2 UPE0655B10E43 SLP033 P0000 I1000 T00060006,KAUG,2014-12-18T07:53:00Z,44.32,-69.8,0.6,0.6,300,4,,6.0,29.619095,1003.3,,TRUE,TRUE,,,,,,BR,BKN,800,OVC,1400,,,,,IFR,,,,,,0.0050,,,,,,METAR,109.0
KATY 180753Z AUTO 14003KT 10SM OVC095 M12/M15 A3022 RMK AO2 SLP269 T11221150,KATY,2014-12-18T07:53:00Z,44.9,-97.15,-12.2,-15.0,140,3,,10.0,30.221457,1026.9,,TRUE,TRUE,,,,,,,OVC,9500,,,,,,,VFR,,,,,,,,,,,,METAR,532.0
KASX 180753Z AUTO 00000KT 10SM OVC015 M05/M06 A3033 RMK AO2 SLP284 T10501061,KASX,2014-12-18T07:53:00Z,46.55,-90.92,-5.0,-6.1,0,0,,10.0,30.33071,1028.4,,TRUE,TRUE,,,,,,,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,251.0
KASE 180753Z AUTO 00000KT 4SM -SN BR FEW004 BKN019 OVC033 M03/M04 A2999 RMK AO2 SLP138 P0001 T10281039,KASE,2014-12-18T07:53:00Z,39.23,-106.87,-2.8,-3.9,0,0,,4.0,29.991142,1013.8,,TRUE,TRUE,,,,,,-SN BR,FEW,400,BKN,1900,OVC,3300,,,MVFR,,,,,,0.01,,,,,,METAR,2354.0
KASD 180753Z AUTO 00000KT 10SM CLR 07/04 A3018 RMK AO2 SLP218 T00670044,KASD,2014-12-18T07:53:00Z,30.35,-89.82,6.7,4.4,0,0,,10.0,30.180119,1021.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
KARB 180753Z AUTO 28008KT 10SM OVC024 M02/M06 A3018 RMK AO2 SLP231 T10171061,KARB,2014-12-18T07:53:00Z,42.22,-83.73,-1.7,-6.1,280,8,,10.0,30.180119,1023.1,,TRUE,TRUE,,,,,,,OVC,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,251.0
KARA 180753Z AUTO 07004KT 10SM CLR 10/07 A3017 RMK AO2 SLP216 T01000067,KARA,2014-12-18T07:53:00Z,30.03,-91.88,10.0,6.7,70,4,,10.0,30.171259,1021.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
KAPF 180753Z AUTO 06003KT 10SM FEW047 17/16 A3013 RMK AO2 SLP203 T01670161,KAPF,2014-12-18T07:53:00Z,26.15,-81.77,16.7,16.1,60,3,,10.0,30.129921,1020.3,,TRUE,TRUE,,,,,,,FEW,4700,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KAPA 180753Z 00000KT 8SM FEW080 M03/M04 A2996 RMK AO2 SLP168 T10281044,KAPA,2014-12-18T07:53:00Z,39.57,-104.85,-2.8,-4.4,0,0,,8.0,29.958662,1016.8,,,TRUE,,,,,,,FEW,8000,,,,,,,VFR,,,,,,,,,,,,METAR,1775.0
KAOO 180753Z AUTO 31018G28KT 9SM BKN029 OVC033 M02/M08 A3007 RMK AO2 PK WND 31028/0745 SNB34E52 SLP200 P0000 T10221078,KAOO,2014-12-18T07:53:00Z,40.3,-78.32,-2.2,-7.8,310,18,28,9.0,30.070866,1020.0,,TRUE,TRUE,,,,,,,BKN,2900,OVC,3300,,,,,MVFR,,,,,,0.0050,,,,,,METAR,455.0
KAOH 180753Z AUTO 31010KT 10SM OVC021 M01/M07 A3023 RMK AO2 SLP248 T10111067,KAOH,2014-12-18T07:53:00Z,40.7,-84.02,-1.1,-6.7,310,10,,10.0,30.230314,1024.8,,TRUE,TRUE,,,,,,,OVC,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,296.0
KANB 180753Z AUTO 00000KT 9SM CLR 01/00 A3018 RMK AO2 SLP227 T00110000,KANB,2014-12-18T07:53:00Z,33.58,-85.85,1.1,0.0,0,0,,9.0,30.180119,1022.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,183.0
KAMW 180753Z AUTO 00000KT 10SM BKN085 M07/M10 A3029 RMK AO2 SLP270 T10721100,KAMW,2014-12-18T07:53:00Z,41.98,-93.62,-7.2,-10.0,0,0,,10.0,30.28937,1027.0,,TRUE,TRUE,,,,,,,BKN,8500,,,,,,,VFR,,,,,,,,,,,,METAR,279.0
KAMG 180753Z AUTO 00000KT 8SM CLR 04/03 A3012 RMK AO2 SLP199 T00440033,KAMG,2014-12-18T07:53:00Z,31.53,-82.5,4.4,3.3,0,0,,8.0,30.121063,1019.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,59.0
KAMA 180753Z AUTO 19009KT 1/2SM R04/2000V3500FT FG VV002 03/03 A2998 RMK AO2 SLP155 T00280028,KAMA,2014-12-18T07:53:00Z,35.22,-101.72,2.8,2.8,190,9,,0.5,29.97933,1015.5,,TRUE,TRUE,,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,METAR,1093.0
KALW 180753Z AUTO 12003KT 5SM -RA BR OVC035 03/02 A2999 RMK AO2 SLP165 P0001 T00330022 400330006,KALW,2014-12-18T07:53:00Z,46.1,-118.28,3.3,2.2,120,3,,5.0,29.991142,1016.5,,TRUE,TRUE,,,,,,-RA BR,OVC,3500,,,,,,,MVFR,,,,3.3,0.6,0.01,,,,,,METAR,363.0
KALI 180753Z AUTO 12003KT 10SM BKN018 OVC023 20/18 A3002 RMK AO2 SLP163 T02000183,KALI,2014-12-18T07:53:00Z,27.73,-98.02,20.0,18.3,120,3,,10.0,30.02067,1016.3,,TRUE,TRUE,,,,,,,BKN,1800,OVC,2300,,,,,MVFR,,,,,,,,,,,,METAR,53.0
KAKO 180753Z AUTO 25009KT 8SM CLR M07/M08 A2997 RMK AO2 SLP198 T10721078,KAKO,2014-12-18T07:53:00Z,40.17,-103.22,-7.2,-7.8,250,9,,8.0,29.970472,1019.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1421.0
KAIA 180753Z AUTO 24007KT 1/4SM FZFG VV002 M07/M08 A2999 RMK AO2 SLP198 T10721083,KAIA,2014-12-18T07:53:00Z,42.05,-102.8,-7.2,-8.3,240,7,,0.25,29.991142,1019.8,,TRUE,TRUE,,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,METAR,1196.0
KAGS 180753Z 00000KT 6SM BR CLR 01/00 A3010 RMK AO2 SLP192 T00110000,KAGS,2014-12-18T07:53:00Z,33.37,-81.97,1.1,0.0,0,0,,6.0,30.100393,1019.2,,,TRUE,,,,,,BR,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,44.0
KAGC 180753Z AUTO 28013G19KT 10SM OVC023 M03/M08 A3015 RMK AO2 SLP230 T10281083 TSNO,KAGC,2014-12-18T07:53:00Z,40.35,-79.92,-2.8,-8.3,280,13,19,10.0,30.15059,1023.0,,TRUE,TRUE,,,TRUE,,,,OVC,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,389.0
KAFW 180753Z 10005KT 2 1/2SM -DZ BR OVC003 05/05 A3012 RMK AO2 DZB36 SLP205 P0000 T00500050,KAFW,2014-12-18T07:53:00Z,32.97,-97.32,5.0,5.0,100,5,,2.5,30.121063,1020.5,,,TRUE,,,,,,-DZ BR,OVC,300,,,,,,,LIFR,,,,,,0.0050,,,,,,METAR,233.0
KAEX 180753Z 00000KT 10SM BKN029 OVC100 10/06 A3016 RMK AO2 SLP218 T01000061,KAEX,2014-12-18T07:53:00Z,31.33,-92.57,10.0,6.1,0,0,,10.0,30.159449,1021.8,,,TRUE,,,,,,,BKN,2900,OVC,10000,,,,,MVFR,,,,,,,,,,,,METAR,27.0
KADG 180753Z AUTO 31008KT 10SM OVC025 M02/M06 A3021 RMK AO2 SLP244 T10171061,KADG,2014-12-18T07:53:00Z,41.87,-84.08,-1.7,-6.1,310,8,,10.0,30.209646,1024.4,,TRUE,TRUE,,,,,,,OVC,2500,,,,,,,MVFR,,,,,,,,,,,,METAR,241.0
KACV 180753Z AUTO 12006KT 10SM OVC036 12/07 A2998 RMK AO2 SLP157 T01170067 401220089,KACV,2014-12-18T07:53:00Z,40.98,-124.1,11.7,6.7,120,6,,10.0,29.97933,1015.7,,TRUE,TRUE,,,,,,,OVC,3600,,,,,,,VFR,,,,12.2,8.9,,,,,,,METAR,67.0
